brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
merc, V Class,2019,Automatic,3000,Diesel,145.0,37.2,2.0,53581
ford, Tourneo Connect,2016,Automatic,43812,Diesel,125.0,56.6,1.5,12298
ford, Puma,2020,Manual,2165,Petrol,145.0,50.4,1.0,20980
ford, KA,2015,Manual,8335,Petrol,30.0,57.7,1.2,5995
merc, V Class,2019,Automatic,79,Diesel,145.0,45.6,2.2,39410
audi, A7,2019,Automatic,7656,Diesel,145.0,38.7,3.0,37995
toyota, Prius,2009,Automatic,102415,Hybrid,0.0,70.6,1.8,6500
ford, Puma,2020,Manual,1255,Petrol,145.0,50.4,1.0,21990
merc, GLS Class,2018,Semi-Auto,4278,Diesel,145.0,37.2,3.0,48899
hyundi, Santa Fe,2016,Semi-Auto,22404,Diesel,235.0,42.2,2.2,18295
bmw, X6,2019,Semi-Auto,2519,Petrol,145.0,26.4,3.0,66750
merc, S Class,2002,Automatic,24000,Petrol,570.0,21.1,5.0,6995
audi, A7,2014,Automatic,57000,Diesel,200.0,48.7,3.0,16990
hyundi, Santa Fe,2016,Manual,39979,Diesel,200.0,47.1,2.2,16470
hyundi, IX20,2013,Automatic,50150,Petrol,200.0,43.6,1.6,6995
vw, Amarok,2015,Automatic,39267,Diesel,260.0,35.3,2.0,17990
vw, Arteon,2019,Semi-Auto,4736,Petrol,145.0,32.8,2.0,27990
merc, S Class,2019,Automatic,1350,Diesel,145.0,48.7,3.0,60970
vw, Scirocco,2016,Manual,38452,Diesel,20.0,67.3,2.0,13690
vauxhall, Combo Life,2019,Manual,9004,Diesel,145.0,53.3,1.5,13798
vw, CC,2013,Manual,43067,Diesel,125.0,58.9,2.0,9498
ford, Edge,2017,Semi-Auto,22765,Diesel,200.0,47.9,2.0,21999
bmw, Z4,2020,Semi-Auto,11,Petrol,145.0,38.7,2.0,29990
ford, KA,2013,Manual,41109,Petrol,30.0,57.7,1.2,4499
merc, CLS Class,2017,Automatic,72383,Diesel,160.0,51.4,3.0,20886
bmw, X7,2019,Semi-Auto,5349,Diesel,145.0,33.6,3.0,72798
bmw, M3,2018,Semi-Auto,10222,Petrol,145.0,34.0,3.0,42202
hyundi, IX20,2017,Automatic,22691,Petrol,160.0,43.5,1.6,10350
hyundi, IX20,2013,Manual,42320,Petrol,145.0,45.6,1.4,6000
bmw, X6,2020,Semi-Auto,9612,Diesel,145.0,34.9,3.0,55500
hyundi, IX20,2013,Manual,35954,Petrol,150.0,45.6,1.4,5498
toyota, Prius,2017,Automatic,12983,Hybrid,135.0,94.1,1.8,20490
vw, Caddy Maxi Life,2019,Semi-Auto,13349,Diesel,145.0,46.3,2.0,18999
vw, Arteon,2019,Automatic,7273,Petrol,145.0,48.7,1.5,22499
skoda, Rapid,2017,Manual,36348,Petrol,30.0,57.7,1.2,7995
vauxhall, Combo Life,2019,Manual,9381,Diesel,145.0,53.3,1.5,13998
toyota, Prius,2016,Automatic,37908,Hybrid,0.0,94.1,1.8,18490
vw, Scirocco,2014,Manual,48501,Petrol,160.0,44.1,1.4,8690
toyota, Verso,2016,Automatic,15030,Petrol,200.0,42.8,1.8,12970
ford, Galaxy,2019,Manual,2725,Diesel,145.0,55.4,2.0,26360
bmw, Z4,2020,Semi-Auto,2200,Petrol,145.0,38.7,2.0,32495
skoda, Yeti,2016,Automatic,18452,Petrol,125.0,51.4,1.2,10494
audi, A7,2013,Automatic,76597,Diesel,200.0,47.9,3.0,14699
vw, CC,2015,Semi-Auto,60717,Diesel,125.0,58.9,2.0,10110
bmw, 6 Series,2017,Automatic,28062,Diesel,145.0,48.7,3.0,24499
ford, Tourneo Connect,2016,Manual,24939,Diesel,30.0,61.4,1.5,11298
toyota, Verso,2011,Manual,47570,Petrol,200.0,41.5,1.6,6795
vauxhall, Combo Life,2019,Manual,1001,Diesel,145.0,50.4,1.5,17445
hyundi, IX20,2017,Automatic,4076,Petrol,145.0,43.5,1.6,11199
merc, V Class,2018,Manual,18831,Diesel,145.0,46.3,2.1,20498
ford, Tourneo Connect,2016,Automatic,36145,Diesel,125.0,56.6,1.5,13250
ford, Galaxy,2017,Manual,27678,Diesel,125.0,56.5,2.0,18495
vw, Arteon,2018,Automatic,7500,Diesel,145.0,50.4,2.0,24500
ford, Galaxy,2018,Semi-Auto,34715,Diesel,145.0,52.3,2.0,18000
vw, Beetle,2016,Automatic,15443,Petrol,125.0,53.3,1.2,12000
vauxhall, GTC,2017,Manual,25798,Diesel,30.0,65.7,1.6,9395
vw, Scirocco,2017,Manual,16491,Diesel,145.0,55.4,2.0,16491
toyota, Hilux,2014,Manual,93334,Diesel,260.0,38.7,2.5,9694
hyundi, Santa Fe,2020,Semi-Auto,5000,Diesel,145.0,39.2,2.2,36995
bmw, Z4,2015,Semi-Auto,39887,Petrol,200.0,41.5,2.0,15980
skoda, Kamiq,2020,Manual,986,Petrol,145.0,47.1,1.5,18991
skoda, Yeti,2013,Manual,73000,Diesel,200.0,47.1,2.0,7999
vauxhall, Combo Life,2019,Manual,10500,Petrol,145.0,42.2,1.2,14980
hyundi, I800,2019,Manual,1200,Diesel,145.0,31.7,2.5,23995
vw, Scirocco,2017,Manual,12367,Diesel,145.0,53.3,2.0,16998
hyundi, I40,2017,Manual,30000,Diesel,150.0,67.3,1.7,10995
vw, Arteon,2018,Semi-Auto,4350,Diesel,145.0,52.3,2.0,22785
vw, Arteon,2020,Semi-Auto,2000,Diesel,145.0,53.3,2.0,30000
vw, Scirocco,2014,Manual,39864,Diesel,20.0,55.4,2.0,11500
ford, Puma,2019,Manual,2029,Petrol,145.0,50.4,1.0,22500
ford, Edge,2018,Manual,15413,Diesel,145.0,47.9,2.0,22000
ford, Grand C-MAX,2018,Manual,21643,Petrol,145.0,47.9,1.0,11995
bmw, M4,2019,Automatic,19,Petrol,145.0,32.5,3.0,48989
ford, KA,2015,Manual,49942,Petrol,30.0,57.7,1.2,4450
skoda, Roomster,2015,Manual,36198,Petrol,150.0,49.6,1.2,6995
toyota, Avensis,2017,Manual,36961,Petrol,145.0,47.1,1.8,11998
hyundi, I800,2019,Automatic,4733,Diesel,145.0,31.7,2.5,20495
ford, Grand C-MAX,2017,Manual,20292,Petrol,30.0,54.3,1.0,12250
bmw, X7,2020,Semi-Auto,7500,Diesel,150.0,31.4,3.0,77995
vauxhall, GTC,2014,Manual,52994,Diesel,125.0,60.1,2.0,6349
merc, V Class,2019,Semi-Auto,650,Diesel,145.0,36.7,2.0,48890
vw, Beetle,2014,Manual,55457,Diesel,30.0,65.7,1.6,7490
merc, S Class,2018,Automatic,2001,Petrol,145.0,40.9,3.0,53000
bmw, i3,2016,Automatic,19995,Hybrid,0.0,470.8,0.0,19850
bmw, X4,2019,Semi-Auto,10395,Diesel,150.0,42.8,2.0,35480
audi, A7,2020,Semi-Auto,2410,Diesel,145.0,38.7,3.0,45890
vw, Scirocco,2016,Manual,23649,Diesel,20.0,55.4,2.0,15290
hyundi, IX35,2015,Manual,7000,Petrol,160.0,44.1,1.6,9950
ford, Tourneo Custom,2017,Manual,51252,Diesel,200.0,44.8,2.0,17998
hyundi, I40,2015,Manual,58915,Diesel,30.0,65.7,1.7,8000
vw, Beetle,2013,Manual,51780,Petrol,150.0,47.9,1.2,7750
merc, M Class,2015,Automatic,46023,Diesel,205.0,39.2,2.1,21643
bmw, X6,2016,Semi-Auto,24864,Diesel,205.0,47.1,3.0,29480
merc, CLS Class,2016,Automatic,30422,Diesel,145.0,56.5,2.1,19999
merc, CLS Class,2016,Automatic,46728,Diesel,125.0,57.7,2.1,18980
ford, Grand C-MAX,2016,Manual,15777,Diesel,30.0,64.2,1.5,10100
skoda, Rapid,2017,Manual,58971,Petrol,30.0,57.7,1.2,7991
vw, Arteon,2019,Automatic,15,Diesel,145.0,50.4,2.0,27989
bmw, 8 Series,2019,Semi-Auto,12,Diesel,150.0,39.8,3.0,57000
vauxhall, Zafira Tourer,2017,Manual,12845,Petrol,205.0,42.2,1.4,10480
bmw, 7 Series,2012,Automatic,134000,Diesel,250.0,41.5,3.0,8750
vw, Beetle,2003,Manual,87000,Petrol,260.0,40.9,1.6,1300
merc, X-CLASS,2018,Automatic,3161,Diesel,260.0,31.4,3.0,39000
skoda, Yeti,2016,Semi-Auto,33800,Petrol,125.0,51.4,1.2,12995
ford, Galaxy,2005,Manual,114000,Petrol,305.0,28.0,2.3,1995
bmw, 8 Series,2020,Semi-Auto,3242,Petrol,150.0,33.6,3.0,56990
ford, Grand C-MAX,2015,Manual,58199,Diesel,30.0,64.2,1.5,9499
bmw, i8,2016,Automatic,10087,Hybrid,0.0,134.5,1.5,48998
merc, S Class,2019,Automatic,100,Diesel,145.0,52.3,3.0,55995
vauxhall, Combo Life,2019,Manual,7742,Diesel,145.0,53.3,1.5,16490
ford, KA,2017,Manual,10631,Petrol,150.0,57.7,1.2,8600
vw, Arteon,2017,Semi-Auto,20545,Petrol,145.0,47.1,2.0,19795
audi, Q8,2019,Automatic,2040,Diesel,145.0,33.6,3.0,51990
audi, A8,2019,Automatic,2931,Diesel,145.0,40.4,3.0,37490
toyota, Hilux,2018,Manual,10115,Diesel,265.0,40.4,2.4,22498
hyundi, Santa Fe,2016,Manual,23828,Diesel,200.0,47.1,2.2,17298
skoda, Kamiq,2019,Automatic,200,Other,145.0,43.5,1.5,20980
bmw, 8 Series,2019,Semi-Auto,5529,Diesel,150.0,40.4,3.0,51980
skoda, Yeti,2016,Semi-Auto,29089,Petrol,125.0,51.4,1.2,11995
hyundi, IX20,2016,Manual,29099,Petrol,125.0,50.4,1.4,8199
ford, Galaxy,2019,Manual,5593,Diesel,150.0,55.4,2.0,26500
merc, GL Class,2018,Automatic,14026,Diesel,145.0,56.5,2.1,20899
vauxhall, Zafira Tourer,2016,Manual,12886,Petrol,200.0,42.2,1.4,11400
vw, Caravelle,2019,Automatic,2850,Diesel,145.0,32.8,2.0,39990
vw, Caddy Maxi Life,2018,Manual,52890,Diesel,145.0,58.9,2.0,13498
hyundi, Santa Fe,2019,Semi-Auto,3620,Diesel,145.0,42.8,2.2,33250
hyundi, Santa Fe,2019,Semi-Auto,3735,Diesel,145.0,39.2,2.2,33999
audi, S3,2015,Manual,20000,Petrol,205.0,40.4,2.0,19940
vauxhall, GTC,2015,Manual,53588,Petrol,160.0,47.1,1.4,7270
skoda, Kamiq,2019,Automatic,4299,Petrol,145.0,44.1,1.5,19690
skoda, Yeti,2016,Automatic,29462,Petrol,125.0,51.4,1.2,11497
toyota, Hilux,2017,Manual,57932,Diesel,260.0,40.4,2.4,23400
vw, Tiguan Allspace,2019,Semi-Auto,9023,Diesel,150.0,47.9,2.0,28991
skoda, Kamiq,2020,Semi-Auto,2500,Diesel,145.0,52.3,1.6,22500
ford, Grand C-MAX,2017,Manual,23792,Petrol,30.0,54.3,1.0,11799
merc, S Class,2016,Automatic,75000,Hybrid,190.0,42.4,3.5,24880
ford, Edge,2016,Automatic,20028,Diesel,160.0,48.7,2.0,19419
toyota, Hilux,2019,Automatic,3350,Diesel,260.0,2.8,2.4,28495
toyota, Prius,2016,Automatic,27086,Hybrid,10.0,64.2,1.8,20995
hyundi, I40,2017,Manual,39317,Diesel,145.0,67.3,1.7,10000
vw, Jetta,2015,Manual,20173,Diesel,20.0,67.3,2.0,9298
hyundi, IX20,2017,Manual,12102,Petrol,145.0,50.4,1.4,9998
audi, A8,2019,Automatic,5000,Diesel,145.0,40.4,3.0,50990
toyota, Avensis,2016,Manual,15118,Petrol,160.0,45.6,1.8,13298
hyundi, Santa Fe,2018,Semi-Auto,17189,Diesel,145.0,42.8,2.2,21995
vw, Scirocco,2016,Manual,42038,Diesel,30.0,53.3,2.0,13495
merc, SLK,2013,Automatic,38490,Diesel,145.0,56.5,2.1,11300
vw, Scirocco,2015,Manual,34867,Diesel,20.0,55.4,2.0,13495
vw, Scirocco,2016,Manual,39022,Diesel,30.0,64.2,2.0,15495
vw, CC,2013,Manual,52000,Diesel,30.0,60.1,2.0,9995
vw, Caddy Maxi Life,2019,Semi-Auto,12961,Diesel,150.0,54.3,2.0,19795
ford, KA,2019,Manual,1818,Petrol,145.0,47.9,1.2,11495
hyundi, IX20,2012,Manual,32000,Diesel,30.0,64.2,1.6,5750
skoda, Rapid,2018,Manual,23147,Petrol,145.0,58.9,1.0,10990
bmw, X4,2019,Automatic,9921,Diesel,145.0,42.8,2.0,38150
bmw, 8 Series,2019,Semi-Auto,2650,Diesel,145.0,39.8,3.0,61898
hyundi, IX20,2017,Manual,13217,Petrol,145.0,50.4,1.4,9798
bmw, X6,2013,Semi-Auto,71522,Diesel,300.0,38.2,3.0,15380
skoda, Kamiq,2019,Semi-Auto,3000,Petrol,145.0,43.5,1.5,20995
bmw, 7 Series,2017,Automatic,73348,Diesel,145.0,54.3,3.0,29995
hyundi, Getz,2003,Automatic,59000,Petrol,260.0,37.2,1.3,2395
ford, Grand Tourneo Connect,2016,Automatic,44785,Diesel,125.0,56.6,1.5,13500
merc, CLS Class,2019,Semi-Auto,3194,Diesel,145.0,45.6,2.0,39999
vw, Scirocco,2014,Manual,63617,Diesel,30.0,62.8,2.0,9650
vauxhall, Combo Life,2019,Manual,22,Diesel,145.0,53.3,1.5,19334
merc, V Class,2019,Automatic,1000,Diesel,150.0,36.7,2.0,47990
ford, Galaxy,2017,Automatic,28997,Diesel,145.0,52.3,2.0,18425
bmw, 7 Series,2019,Automatic,8546,Diesel,145.0,41.5,3.0,55000
ford, Galaxy,2017,Manual,28563,Diesel,125.0,56.5,2.0,18500
merc, V Class,2018,Manual,14941,Diesel,145.0,46.3,2.1,19998
toyota, GT86,2017,Manual,12597,Petrol,145.0,36.2,2.0,17990
vw, Jetta,2013,Manual,48501,Diesel,20.0,67.3,1.6,6891
skoda, Scala,2019,Automatic,1000,Diesel,145.0,54.3,1.6,19995
skoda, Kamiq,2019,Automatic,500,Petrol,145.0,44.1,1.5,17950
audi, R8,2020,Semi-Auto,2000,Petrol,145.0,21.1,5.2,145000
hyundi, Santa Fe,2019,Automatic,5732,Diesel,145.0,39.2,2.2,33799
hyundi, IX20,2015,Manual,12433,Petrol,125.0,50.4,1.4,7999
vauxhall, GTC,2016,Manual,25389,Petrol,160.0,47.1,1.4,7891
merc, X-CLASS,2019,Automatic,9772,Diesel,265.0,35.8,2.3,22995
bmw, X6,2019,Automatic,4155,Diesel,145.0,44.8,3.0,40980
vw, Scirocco,2016,Manual,25832,Diesel,20.0,55.4,2.0,13750
vw, Tiguan Allspace,2019,Automatic,5000,Diesel,145.0,34.9,2.0,35990
toyota, Avensis,2016,Manual,34501,Petrol,145.0,47.1,1.8,11498
vauxhall, Combo Life,2019,Manual,2083,Diesel,145.0,53.3,1.5,16991
bmw, Z4,2013,Automatic,35554,Petrol,205.0,41.5,2.0,13700
skoda, Kamiq,2019,Semi-Auto,2950,Petrol,145.0,43.5,1.5,20790
vauxhall, Agila,2014,Manual,34267,Petrol,30.0,55.4,1.2,4291
merc, S Class,2019,Automatic,6501,Diesel,145.0,52.3,3.0,58990
bmw, X6,2016,Semi-Auto,26782,Diesel,200.0,44.8,3.0,30998
merc, M Class,2015,Semi-Auto,47808,Diesel,300.0,39.2,3.0,19995
merc, X-CLASS,2017,Automatic,24800,Diesel,260.0,35.8,2.3,31994
merc, GL Class,2014,Automatic,42719,Diesel,145.0,55.4,2.1,14999
toyota, Prius,2016,Automatic,61458,Hybrid,0.0,85.6,1.8,15995
skoda, Yeti,2013,Manual,33000,Diesel,205.0,47.1,2.0,8990
vw, Beetle,2014,Manual,64147,Diesel,125.0,57.6,2.0,9495
hyundi, Santa Fe,2017,Semi-Auto,32467,Diesel,235.0,42.8,2.2,18991
ford, KA,2015,Manual,41830,Petrol,30.0,57.7,1.2,5000
bmw, X4,2016,Automatic,43751,Diesel,145.0,54.3,2.0,19250
ford, KA,2013,Manual,35000,Petrol,30.0,57.7,1.2,4990
merc, CLA Class,2013,Automatic,23369,Diesel,30.0,62.8,2.1,15275
vauxhall, Combo Life,2019,Manual,2123,Diesel,145.0,50.4,1.5,15990
vw, Scirocco,2009,Manual,79800,Petrol,260.0,37.2,2.0,5999
vauxhall, Combo Life,2019,Manual,5500,Diesel,145.0,53.3,1.5,18490
vw, Tiguan Allspace,2019,Automatic,5077,Diesel,145.0,39.2,2.0,30737
bmw, X6,2018,Semi-Auto,7531,Diesel,145.0,40.9,3.0,40322
ford, Tourneo Custom,2018,Manual,6896,Diesel,145.0,44.8,2.0,15499
ford, Tourneo Custom,2019,Manual,10450,Diesel,145.0,31.7,2.0,29500
vw, CC,2016,Automatic,74360,Diesel,125.0,56.5,2.0,11440
skoda, Yeti,2016,Semi-Auto,33033,Petrol,125.0,51.4,1.2,12299
merc, GLS Class,2020,Semi-Auto,3999,Diesel,145.0,30.4,3.0,76980
vw, Arteon,2019,Automatic,2411,Diesel,145.0,44.1,2.0,25225
ford, Galaxy,2019,Automatic,8156,Diesel,145.0,54.3,2.0,26495
merc, S Class,2015,Semi-Auto,35236,Diesel,200.0,47.9,3.0,27498
toyota, Hilux,2017,Manual,53830,Diesel,260.0,40.4,2.4,18995
merc, CLS Class,2016,Automatic,32611,Diesel,165.0,49.6,3.0,22684
merc, S Class,2016,Automatic,54318,Diesel,200.0,47.9,3.0,27491
merc, V Class,2020,Semi-Auto,1000,Diesel,145.0,36.7,2.0,49879
hyundi, Santa Fe,2016,Manual,37444,Diesel,205.0,46.3,2.2,15400
bmw, X4,2019,Semi-Auto,10792,Diesel,150.0,42.8,2.0,33898
hyundi, IX35,2014,Manual,77877,Diesel,145.0,53.3,1.7,7189
hyundi, I40,2016,Automatic,27712,Diesel,125.0,56.5,1.7,11400
hyundi, Santa Fe,2019,Semi-Auto,1173,Diesel,145.0,39.2,2.2,33900
audi, R8,2019,Automatic,100,Petrol,145.0,24.1,5.2,125000
hyundi, I40,2019,Manual,12000,Diesel,145.0,54.3,1.6,15495
bmw, M4,2015,Semi-Auto,26637,Petrol,300.0,34.0,3.0,29990
toyota, Avensis,2012,Manual,23509,Petrol,200.0,43.5,1.8,8134
hyundi, I40,2015,Manual,53441,Diesel,30.0,62.8,1.7,8000
ford, KA,2014,Manual,49393,Petrol,30.0,57.7,1.2,4399
toyota, Prius,2019,Automatic,6133,Hybrid,135.0,64.2,1.8,22750
toyota, GT86,2019,Semi-Auto,16241,Petrol,145.0,32.8,2.0,22200
toyota, Prius,2019,Automatic,6201,Hybrid,135.0,64.2,1.8,24995
ford, Grand C-MAX,2017,Manual,8913,Petrol,145.0,54.3,1.0,13498
vw, Arteon,2020,Semi-Auto,1209,Diesel,145.0,50.4,2.0,30490
bmw, 7 Series,2019,Semi-Auto,2919,Diesel,145.0,41.5,3.0,52900
toyota, Prius,2016,Automatic,48153,Other,10.0,64.2,1.8,20000
vw, Caravelle,2019,Semi-Auto,3252,Diesel,145.0,33.6,2.0,45490
skoda, Rapid,2016,Manual,46346,Petrol,20.0,60.1,1.2,6450
hyundi, I40,2015,Manual,53730,Diesel,30.0,65.7,1.7,8854
bmw, 7 Series,2019,Semi-Auto,9931,Diesel,145.0,44.1,3.0,42990
bmw, X4,2016,Semi-Auto,62862,Diesel,205.0,47.9,3.0,20998
ford, Edge,2017,Automatic,35000,Diesel,150.0,48.7,2.0,20980
audi, A8,2018,Semi-Auto,16850,Diesel,150.0,50.4,3.0,34999
hyundi, IX20,2015,Automatic,45908,Petrol,200.0,43.6,1.6,6750
merc, S Class,2015,Semi-Auto,10284,Diesel,205.0,47.9,3.0,28998
bmw, i3,2016,Automatic,8421,Hybrid,0.0,470.8,0.0,19490
vw, Scirocco,2017,Semi-Auto,13382,Diesel,145.0,57.6,2.0,15290
hyundi, IX35,2011,Manual,72436,Diesel,200.0,47.9,2.0,6936
hyundi, Santa Fe,2019,Semi-Auto,17340,Diesel,145.0,39.2,2.2,31735
vw, Arteon,2019,Semi-Auto,2500,Diesel,145.0,50.4,2.0,31490
hyundi, Santa Fe,2020,Semi-Auto,6073,Diesel,145.0,39.2,2.2,36495
audi, RS5,2019,Semi-Auto,4500,Petrol,145.0,30.1,2.9,59450
ford, Galaxy,2017,Manual,34206,Diesel,125.0,56.5,2.0,18490
vauxhall, Agila,2003,Manual,90000,Petrol,205.0,43.5,1.2,450
ford, Grand C-MAX,2019,Manual,18065,Petrol,145.0,47.9,1.0,12899
merc, GL Class,2015,Manual,27142,Diesel,20.0,67.3,2.1,15499
audi, Q8,2019,Semi-Auto,9804,Diesel,145.0,33.6,3.0,51490
bmw, X4,2015,Automatic,33289,Diesel,200.0,47.9,3.0,21437
ford, Edge,2017,Automatic,27471,Diesel,150.0,48.7,2.0,20800
vw, CC,2013,Manual,33305,Diesel,125.0,60.1,2.0,8399
ford, Galaxy,2017,Manual,35369,Diesel,125.0,56.5,2.0,17999
merc, M Class,2011,Automatic,90000,Diesel,555.0,32.5,3.0,10750
ford, Grand Tourneo Connect,2019,Manual,11,Diesel,145.0,46.3,1.5,18490
ford, Grand C-MAX,2018,Manual,13768,Petrol,145.0,47.1,1.0,13800
ford, Galaxy,2017,Semi-Auto,27829,Diesel,145.0,52.3,2.0,19945
skoda, Yeti,2015,Manual,36671,Petrol,160.0,46.3,1.2,9500
ford, Galaxy,2014,Automatic,55632,Diesel,160.0,47.1,2.0,8000
hyundi, I800,2019,Manual,100,Diesel,145.0,31.7,2.5,24995
audi, A8,2015,Automatic,41522,Diesel,200.0,47.9,3.0,19699
ford, Edge,2016,Semi-Auto,28500,Diesel,200.0,47.9,2.0,20500
vw, Amarok,2017,Automatic,27540,Diesel,260.0,36.2,3.0,25999
skoda, Rapid,2017,Manual,11550,Petrol,30.0,57.7,1.2,9750
merc, M Class,2014,Semi-Auto,33271,Petrol,580.0,23.9,5.5,32995
merc, V Class,2018,Automatic,20527,Diesel,145.0,45.6,2.1,36498
toyota, Prius,2016,Automatic,32853,Hybrid,10.0,64.2,1.8,22995
toyota, Avensis,2011,Manual,39512,Petrol,205.0,42.8,1.8,6245
ford, Galaxy,2017,Semi-Auto,40782,Diesel,145.0,52.3,2.0,17995
ford, Grand Tourneo Connect,2019,Manual,6937,Diesel,145.0,61.4,1.5,17999
vw, Amarok,2017,Automatic,39408,Diesel,260.0,36.2,3.0,22795
ford, Mustang,2020,Manual,100,Petrol,145.0,22.8,5.0,41000
skoda, Yeti,2016,Manual,27192,Petrol,125.0,51.4,1.2,10155
bmw, X4,2019,Semi-Auto,4742,Diesel,145.0,40.9,3.0,43995
toyota, Prius,2014,Automatic,65282,Hybrid,10.0,64.2,1.8,16495
merc, CLK,2004,Automatic,113000,Diesel,300.0,39.2,2.7,2995
vw, Caravelle,2019,Semi-Auto,2198,Diesel,145.0,47.1,2.0,40999
audi, A7,2018,Semi-Auto,13082,Petrol,145.0,39.8,3.0,35995
merc, GL Class,2017,Automatic,24000,Diesel,200.0,47.9,2.1,27990
hyundi, I800,2019,Manual,19357,Diesel,145.0,31.7,2.5,18000
hyundi, Santa Fe,2019,Semi-Auto,6982,Diesel,145.0,39.2,2.2,33949
skoda, Scala,2019,Automatic,45,Petrol,145.0,45.6,1.5,17770
audi, A7,2019,Semi-Auto,2055,Diesel,150.0,35.8,3.0,49496
skoda, Scala,2019,Manual,4967,Petrol,145.0,49.6,1.0,17988
ford, Grand Tourneo Connect,2019,Manual,4842,Diesel,150.0,61.4,1.5,17999
hyundi, I40,2015,Manual,50500,Diesel,20.0,67.3,1.7,8499
ford, Mustang,2016,Manual,12000,Petrol,570.0,20.9,5.0,26475
ford, Edge,2017,Automatic,26405,Diesel,145.0,48.7,2.0,22295
merc, SLK,2014,Semi-Auto,69861,Diesel,145.0,56.5,2.0,11100
skoda, Rapid,2014,Manual,49080,Petrol,30.0,55.4,1.2,5990
vw, Scirocco,2015,Automatic,40022,Diesel,30.0,57.6,2.0,14450
vw, Scirocco,2015,Manual,64377,Diesel,30.0,53.3,2.0,10492
bmw, M6,2014,Automatic,34000,Petrol,565.0,28.5,4.4,29000
ford, Edge,2018,Manual,22068,Diesel,145.0,48.7,2.0,19498
vw, Arteon,2018,Semi-Auto,25724,Diesel,150.0,52.3,2.0,19412
bmw, X4,2020,Semi-Auto,100,Petrol,150.0,26.9,3.0,44950
merc, V Class,2018,Automatic,20074,Diesel,150.0,48.7,2.1,18691
vw, Tiguan Allspace,2019,Semi-Auto,1633,Petrol,150.0,35.8,1.5,28242
toyota, Avensis,2018,Manual,46168,Diesel,150.0,67.3,1.6,11290
merc, GLS Class,2020,Semi-Auto,2700,Diesel,145.0,30.4,3.0,76469
bmw, X7,2019,Semi-Auto,6506,Diesel,150.0,31.4,3.0,77880
ford, Galaxy,2016,Manual,22000,Diesel,125.0,56.5,2.0,15750
ford, Tourneo Custom,2017,Manual,48822,Diesel,150.0,44.8,2.0,16991
audi, RS3,2019,Automatic,4550,Petrol,150.0,29.7,2.5,41990
ford, Edge,2017,Semi-Auto,4426,Diesel,145.0,48.7,2.0,23380
toyota, Land Cruiser,2015,Automatic,32364,Diesel,325.0,34.9,3.0,29795
merc, CLS Class,2016,Automatic,20500,Diesel,125.0,57.7,2.1,19495
skoda, Rapid,2017,Manual,28360,Petrol,145.0,61.4,1.0,9440
merc, CLS Class,2019,Automatic,30000,Diesel,150.0,47.9,2.9,39995
audi, A7,2016,Semi-Auto,26000,Diesel,160.0,52.3,3.0,22990
vw, Scirocco,2015,Manual,46000,Diesel,30.0,53.3,2.0,12995
toyota, Prius,2013,Automatic,131000,Hybrid,0.0,68.9,1.8,9980
skoda, Scala,2020,Manual,1000,Petrol,145.0,49.6,1.0,17950
bmw, 7 Series,2019,Automatic,1775,Diesel,145.0,41.5,3.0,51950
audi, A8,2018,Automatic,10250,Petrol,145.0,37.7,3.0,37000
ford, Grand C-MAX,2016,Semi-Auto,28263,Diesel,125.0,56.5,2.0,12650
hyundi, I40,2016,Manual,56001,Diesel,20.0,67.3,1.7,8731
ford, Tourneo Custom,2018,Manual,11415,Diesel,145.0,30.1,2.0,27995
toyota, Avensis,2017,Manual,24459,Petrol,145.0,47.1,1.8,12498
vw, Arteon,2019,Semi-Auto,3111,Petrol,145.0,47.1,2.0,27990
toyota, Land Cruiser,2020,Semi-Auto,3104,Diesel,145.0,30.1,2.8,52291
ford, Galaxy,2018,Manual,31909,Diesel,145.0,56.5,2.0,17990
toyota, Prius,2017,Automatic,19000,Hybrid,0.0,85.6,1.8,20495
merc, M Class,2009,Automatic,59000,Diesel,555.0,30.4,3.0,9990
merc, CLK,2005,Automatic,105000,Diesel,260.0,43.5,2.1,1995
vauxhall, Combo Life,2019,Manual,5234,Petrol,145.0,42.2,1.2,13990
vw, Shuttle,2018,Semi-Auto,3768,Diesel,145.0,45.6,2.0,28900
vw, Amarok,2016,Automatic,46000,Diesel,265.0,35.3,2.0,15991
vw, Caddy Maxi Life,2018,Semi-Auto,3861,Diesel,145.0,56.5,2.0,17450
ford, Grand C-MAX,2016,Manual,12884,Petrol,30.0,54.3,1.0,10499
vauxhall, GTC,2018,Manual,2305,Petrol,145.0,47.1,1.4,12495
skoda, Rapid,2015,Manual,24600,Diesel,20.0,67.3,1.6,7995
bmw, M2,2019,Automatic,2935,Petrol,145.0,29.1,3.0,49999
skoda, Yeti,2015,Manual,48870,Diesel,200.0,48.7,2.0,9995
merc, CLS Class,2014,Semi-Auto,31815,Diesel,145.0,54.3,2.1,15998
ford, Edge,2018,Semi-Auto,26602,Diesel,145.0,48.7,2.0,20795
vauxhall, GTC,2017,Manual,17378,Petrol,160.0,47.1,1.4,8250
toyota, Verso,2016,Manual,28781,Diesel,30.0,62.8,1.6,11295
skoda, Scala,2019,Automatic,506,Diesel,145.0,54.3,1.6,18710
merc, V Class,2018,Manual,34483,Diesel,145.0,46.3,2.1,21996
